Palette at 400000_400010:
Idx | R | G | B
03  | 214 | 214 |   0
04  | 230 | 230 |   0
05  | 247 | 247 |  66
06  | 247 | 247 | 165
07  | 247 | 247 | 247
08  |   0 |   0 |   0
09  |  16 |  82 |  66
10  |  33 | 115 |  82
11  |  49 | 148 | 132
12  |  99 | 181 | 148
13  | 115 | 230 | 181
14  | 181 | 247 | 230
15  | 247 | 247 | 247

Palette at 400E20_400E30:
Idx | R | G | B
00  |   0 | 115 |  16
01  | 132 |  99 | 165
02  | 148 | 115 | 181
03  | 165 | 148 | 197
04  | 197 | 165 | 214
05  | 247 | 197 | 230
06  | 247 | 230 | 247
07  | 247 | 247 | 247
08  |  99 |   0 |   0
09  | 181 |   0 |   0
10  | 247 |  16 |  16
11  | 165 | 165 |   0
12  | 247 | 247 |   0
13  |   0 |   0 |   0
14  |   0 |   0 |   0
15  | 115 |  82 | 148

Palette at 400E40_400E50:
Idx | R | G | B
00  |   0 | 115 |  33
01  |  16 |  16 |  16
02  |  49 |  49 |  49
03  |  82 |  82 |  82
04  | 115 | 115 | 115
05  | 165 | 165 | 165
06  | 197 | 197 | 197
07  | 230 | 230 | 230
08  |  49 |   0 |   0
09  |  82 |   0 |   0
10  | 148 |   0 |   0
11  | 197 |   0 |   0
12  | 247 |  16 |  16
13  | 148 |  99 |   0
14  | 230 | 197 |   0
15  |   0 |   0 |   0

Palette at 400E60_400E70:
Idx | R | G | B
00  |   0 | 115 |  49
01  |  16 |  16 |  16
02  |  49 |  49 |  49
03  |  82 |  82 |  82
04  | 115 | 115 | 115
05  |   0 |  33 | 115
06  |  33 |  66 | 181
07  |  49 |  99 | 247
08  |  49 |   0 |   0
09  |  82 |   0 |   0
10  | 148 |   0 |   0
11  | 197 |   0 |   0
12  | 247 |  16 |  16
13  | 148 |  99 |   0
14  | 230 | 197 |   0
15  |   0 |   0 |   0

Palette at 400E80_400E90:
Idx | R | G | B
00  |   0 | 115 |  66
01  | 132 |  49 |   0
02  | 181 | 132 |  82
03  | 247 | 214 | 132
04  |  16 |  49 |  66
05  |  33 |  99 | 115
06  |  99 | 148 | 197
07  | 132 |  16 |   0
08  | 214 |  49 |   0
09  | 247 | 115 |   0
10  |  66 |  66 |   0
11  | 132 | 132 |   0
12  | 181 | 214 |   0
13  | 165 | 197 | 247
14  | 247 | 247 | 247
15  |   0 |   0 |   0

Palette at 400EA0_400EB0:
Idx | R | G | B
00  |   0 | 115 |  82
01  |  49 |  49 |  49
02  |  82 |  82 |  99
03  | 132 | 132 | 148
04  | 165 | 165 | 181
05  | 197 | 197 | 214
06  | 247 | 247 | 247
07  | 132 |  16 |   0
08  | 214 |  49 |   0
09  | 247 | 115 |   0
10  |  82 |  82 |   0
11  | 148 | 148 |   0
12  | 181 | 214 |   0
13  |   0 |   0 |   0
14  |   0 |   0 |   0
15  |   0 |   0 |   0

Palette at 400EC0_400ED0:
Idx | R | G | B
00  |   0 | 115 |  99
01  | 165 |  49 |  16
02  | 214 | 132 |  82
03  | 247 | 197 | 132
04  | 132 |  49 |   0
05  | 197 |  66 |   0
06  | 247 |  99 |   0
07  |  16 |  49 |  16
08  |  33 |  66 |  33
09  |  66 | 148 |  66
10  | 132 | 181 |   0
11  | 181 | 181 |   0
12  | 247 | 247 |   0
13  | 115 | 197 | 115
14  | 165 | 247 | 165
15  |   0 |   0 |   0

Palette at 400EE0_400EF0:
Idx | R | G | B
00  |   0 | 115 | 115
01  | 115 |  33 |   0
02  | 181 |  82 |  33
03  | 230 | 148 |  66
04  | 115 |   0 |   0
05  | 181 |   0 |   0
06  | 247 |   0 |   0
07  |  49 |  33 |   0
08  |  99 |  66 |   0
09  | 148 |  99 |   0
10  |  82 | 148 | 148
11  | 148 | 197 | 197
12  | 214 | 247 | 247
13  | 181 | 148 |   0
14  | 247 | 214 |   0
15  |   0 |   0 |   0

Palette at 400F00_400F10:
Idx | R | G | B
00  |   0 | 115 | 132
01  | 115 |  33 |   0
02  | 181 |  82 |  33
03  | 230 | 148 |  66
04  |  99 |   0 |  99
05  | 165 |   0 | 165
06  | 247 |   0 | 247
07  |   0 |  33 |  49
08  |   0 |  66 |  99
09  |   0 |  99 | 148
10  | 132 | 132 |  82
11  | 181 | 181 | 148
12  | 247 | 247 | 197
13  |   0 | 148 | 181
14  |   0 | 214 | 247
15  |   0 |   0 |   0

Palette at 400F20_400F30:
Idx | R | G | B
00  |   0 | 115 | 148
01  |  49 |  49 |  66
02  |  82 |  82 | 148
03  | 115 | 115 | 214
04  | 165 | 165 | 230
05  | 214 | 214 | 247
06  | 148 | 197 | 197
07  | 132 |   0 |   0
08  | 197 |   0 |   0
09  | 247 |   0 |   0
10  |  99 |  99 |   0
11  | 165 | 165 |   0
12  | 230 | 230 |   0
13  | 247 | 247 | 115
14  | 247 | 230 | 165
15  |   0 |   0 |   0

Palette at 400F40_400F50:
Idx | R | G | B
00  |   0 | 115 | 165
01  |  49 |  49 |  66
02  |  82 |  82 | 148
03  | 115 | 115 | 214
04  | 165 | 165 | 230
05  | 214 | 214 | 247
06  | 148 | 197 | 197
07  | 132 |   0 |   0
08  | 197 |   0 |   0
09  | 247 |   0 |   0
10  |  16 |  49 |  16
11  |  49 |  99 |  33
12  |  66 | 165 |  66
13  | 115 | 214 | 115
14  | 181 | 247 | 181
15  |   0 |   0 |   0

Palette at 400F60_400F70:
Idx | R | G | B
00  |   0 | 115 | 181
01  |  49 |  49 |  66
02  |  82 |  82 | 148
03  | 115 | 115 | 214
04  | 165 | 165 | 230
05  | 214 | 214 | 247
06  | 132 |   0 | 132
07  | 181 |  16 | 197
08  | 230 |  99 | 230
09  | 247 | 181 | 247
10  |   0 |  82 |   0
11  |   0 | 148 |   0
12  |   0 | 230 |   0
13  | 247 | 214 | 247
14  | 247 | 165 | 247
15  |   0 |   0 |   0

Palette at 400F80_400F90:
Idx | R | G | B
00  |   0 | 115 | 197
01  | 148 |  33 |   0
02  | 214 |  82 |  16
03  | 247 | 165 |  49
04  |   0 |  33 |   0
05  |  16 |  66 |   0
06  |  66 | 115 |   0
07  | 132 | 165 |   0
08  | 197 | 230 |   0
09  | 247 | 230 | 132
10  |  33 |  33 |  33
11  |  66 |  66 |  66
12  |  99 |  99 |  99
13  | 165 | 165 | 165
14  | 247 | 247 | 247
15  |   0 |   0 |   0

Palette at 400FA0_400FB0:
Idx | R | G | B
00  |   0 | 115 | 214
01  | 197 |  49 |   0
02  | 230 | 115 |  33
03  | 247 | 181 |  99
04  |   0 |  49 | 181
05  |  16 |  99 | 247
06  | 115 | 181 | 247
07  | 181 |   0 |   0
08  | 247 |  33 |  33
09  | 247 | 132 | 132
10  |  33 |  33 |  33
11  |  82 |  82 |  82
12  | 132 | 132 | 132
13  | 181 | 181 | 181
14  | 247 | 247 | 247
15  |   0 |   0 |   0

Palette at 400FC0_400FD0:
Idx | R | G | B
00  |   0 | 115 | 230
01  |  99 |  33 |   0
02  | 165 |  49 |  16
03  | 214 |  82 |  33
04  | 247 | 165 |  49
05  | 247 | 197 |  99
06  | 247 | 247 | 132
07  | 247 | 247 | 247
08  | 132 |  82 |   0
09  | 197 | 165 |   0
10  | 247 | 247 |   0
11  | 132 |  33 |  33
12  |   0 |   0 |   0
13  |   0 |   0 |   0
14  |   0 |   0 |   0
15  |   0 |   0 |   0

Palette at 400FE0_400FF0:
Idx | R | G | B
00  |   0 | 115 | 247
01  |  82 |  33 |   0
02  | 115 |  66 |   0
03  | 148 | 115 |   0
04  | 181 | 148 |  33
05  | 214 | 181 |  66
06  | 247 | 214 | 132
07  | 247 | 230 | 181
08  | 165 |  82 |   0
09  | 230 | 165 |   0
10  | 247 | 247 |   0
11  | 165 |   0 |   0
12  |   0 |   0 |   0
13  |   0 |   0 |   0
14  |   0 |   0 |   0
15  |   0 |   0 |   0

Palette at 401000_401010:
Idx | R | G | B
00  |   0 | 132 |   0
01  |  66 |   0 |   0
02  | 115 |  16 |   0
03  | 165 |  33 |   0
04  | 214 |  49 |   0
05  | 247 |  82 |  49
06  | 247 | 132 |  99
07  | 247 | 181 | 148
08  | 115 |  99 |   0
09  | 181 | 165 |   0
10  | 247 | 230 |   0
11  | 115 |  99 |  82
12  | 165 | 165 | 165
13  | 230 | 230 | 230
14  |  49 |  33 |  16
15  |   0 |   0 |   0

Palette at 401020_401030:
Idx | R | G | B
00  |   0 | 132 |  16
01  | 115 |  33 |  16
02  | 181 | 115 |  49
03  | 247 | 197 | 132
04  |  99 |   0 |   0
05  | 165 |  16 |  16
06  | 247 |  49 |  49
07  |  16 |  66 |  49
08  |  49 | 132 |  49
09  |  99 | 214 | 132
10  |  66 |  66 |  66
11  | 165 | 165 | 165
12  | 247 | 247 | 247
13  | 247 |  99 |  99
14  | 247 | 247 | 197
15  |   0 |   0 |   0

Palette at 401040_401050:
Idx | R | G | B
00  |   0 | 132 |  33
01  |   0 |  16 |  66
02  |  16 |  66 | 115
03  |  66 | 115 | 148
04  |  99 | 165 | 197
05  | 165 | 230 | 247
06  |  33 |  33 |   0
07  |  49 |  66 |   0
08  | 115 | 115 |  16
09  | 181 | 165 |  49
10  | 214 | 214 |  82
11  | 247 | 247 | 214
12  |  82 |   0 |   0
13  | 165 |   0 |   0
14  | 247 |   0 |   0
15  |   0 |   0 |   0

Palette at 401060_401070:
Idx | R | G | B
00  |   0 | 132 |  49
01  | 165 |  66 |   0
02  | 214 | 132 |  99
03  | 247 | 197 | 165
04  |   0 |  66 |   0
05  |   0 | 165 |  16
06  |  82 | 247 |  82
07  | 247 | 247 | 247
08  | 197 | 214 | 197
09  | 132 | 165 | 132
10  |  49 |  66 |  49
11  | 148 | 132 |   0
12  | 247 | 247 |   0
13  | 181 | 132 | 247
14  | 115 |  82 | 197
15  |   0 |   0 |   0

Palette at 401080_401090:
Idx | R | G | B
00  |   0 | 132 |  66
01  |   0 |  16 |  33
02  |  16 |  49 |  49
03  |  66 |  82 |  99
04  | 115 | 132 | 148
05  | 181 | 197 | 214
06  | 230 | 247 | 247
07  |  82 |   0 |   0
08  | 181 |   0 |   0
09  | 247 |  66 |   0
10  |   0 | 132 | 115
11  |   0 | 181 | 165
12  |   0 | 247 | 247
13  | 165 |  99 |   0
14  | 247 | 181 |   0
15  |   0 |   0 |   0

Palette at 4010A0_4010B0:
Idx | R | G | B
00  |   0 | 132 |  82
01  |   0 |  66 | 132
02  |   0 | 115 | 181
03  |   0 | 148 | 230
04  |  33 |  82 |  33
05  |  49 | 148 |  49
06  | 165 | 247 | 181
07  | 132 |   0 |   0
08  | 197 |   0 |   0
09  | 247 |   0 |   0
10  |   0 |  33 |  82
11  | 247 |  82 |  82
12  | 247 | 247 | 247
13  |  66 | 197 | 247
14  | 132 | 247 | 247
15  |   0 |   0 |   0

Palette at 4010C0_4010D0:
Idx | R | G | B
00  |   0 | 132 |  99
01  |   0 |  16 |  66
02  |  16 |  66 | 115
03  |  66 | 115 | 148
04  |  99 | 165 | 197
05  | 165 | 230 | 247
06  |   0 |  49 |   0
07  |  16 |  82 |   0
08  |  49 | 132 |   0
09  |  66 | 197 |   0
10  | 132 | 247 |   0
11  | 165 | 247 |   0
12  |  82 |   0 |   0
13  | 165 |   0 |   0
14  | 247 |   0 |   0
15  |   0 |   0 |   0

Palette at 4010E0_4010F0:
Idx | R | G | B
00  |   0 | 132 | 115
01  | 132 |  99 |   0
02  | 165 | 148 |   0
03  | 247 | 230 |   0
04  | 115 |  16 |   0
05  | 214 |  33 |   0
06  | 247 | 132 |   0
07  | 115 |  49 |  16
08  | 165 |  82 |  49
09  | 214 | 132 |  66
10  |  82 |  66 |   0
11  | 247 | 181 | 115
12  | 247 | 247 | 247
13  | 247 | 247 |  82
14  | 247 | 247 | 165
15  |   0 |   0 |   0

Palette at 401100_401110:
Idx | R | G | B
00  |   0 | 132 | 132
01  | 115 |   0 |   0
02  | 165 |  33 |   0
03  | 247 |  49 |   0
04  | 247 | 115 |   0
05  | 247 | 197 |   0
06  | 247 | 247 |   0
07  | 247 | 247 | 132
08  | 247 | 247 | 247
09  |  33 |  66 |  66
10  |  66 |  99 |  99
11  | 115 | 148 | 148
12  | 165 | 197 | 197
13  | 214 | 230 | 230
14  | 132 | 132 |   0
15  |   0 |   0 |   0

Palette at 401120_401130:
Idx | R | G | B
00  |   0 | 132 | 148
01  |  49 |  16 |  49
02  |  66 |  33 |  82
03  |  82 |  49 | 115
04  |  99 |  66 | 132
05  | 148 |  82 | 181
06  | 132 |  33 |  99
07  |  82 |  33 |   0
08  | 115 |  49 |  16
09  | 148 |  66 |  33
10  | 197 | 115 |  49
11  | 230 | 148 |  66
12  | 247 | 197 |  82
13  | 247 | 230 | 132
14  | 247 | 247 | 214
15  |  16 |  16 |  16

Palette at 401140_401150:
Idx | R | G | B
00  |   0 | 132 | 165
01  | 148 |  66 |   0
02  | 197 | 115 |   0
03  | 230 | 197 |   0
04  | 247 | 247 | 148
05  | 214 |  16 |   0
06  | 247 |  66 |   0
07  | 247 | 148 |   0
08  |  99 | 115 | 214
09  | 181 | 181 | 247
10  | 230 | 230 | 247
11  | 115 |   0 |   0
12  | 148 |   0 |   0
13  |  82 |   0 |   0
14  | 247 |   0 |   0
15  |  16 |  16 |  16

Palette at 401160_401170:
Idx | R | G | B
00  |   0 | 132 | 181
01  |  33 |  49 |  33
02  |  66 |  82 |  33
03  |  99 | 115 |  82
04  | 132 | 165 | 115
05  | 165 | 214 | 132
06  | 197 | 230 | 181
07  | 230 | 247 | 214
08  | 247 | 247 | 247
09  |  82 |   0 |  49
10  | 132 |   0 |  49
11  | 181 |   0 |  33
12  | 247 |  16 |  33
13  | 247 |  82 |  33
14  | 247 | 132 |  49
15  |  16 |  16 |  16

Palette at 401180_401190:
Idx | R | G | B
00  |   0 | 132 | 197
01  |  49 |  33 |  16
02  |  99 |  66 |  16
03  | 132 |  82 |  33
04  | 165 | 115 |  66
05  | 214 | 148 |  99
06  | 247 | 197 | 132
07  | 247 | 247 | 197
08  | 247 | 247 | 247
09  |  99 |  16 |  66
10  | 165 |  33 |  49
11  | 247 |  49 |   0
12  | 247 |  49 |   0
13  | 148 | 115 | 132
14  | 181 | 148 | 148
15  |  16 |  16 |  16

Palette at 4011A0_4011B0:
Idx | R | G | B
00  |   0 | 132 | 214
01  |  82 |  82 |  82
02  | 247 | 247 | 247
03  | 132 | 132 | 132
04  |  82 |  99 |  49
05  | 214 |  49 |  49
06  | 165 | 148 |  49
07  |  66 |  49 |  33
08  |  99 |  49 |  49
09  | 132 |  82 |  49
10  | 165 |  99 |  49
11  | 181 | 115 |  66
12  | 197 | 181 |  82
13  | 214 | 197 | 115
14  | 247 | 230 | 132
15  |  33 |  33 |  33

Palette at 4011C0_4011D0:
Idx | R | G | B
00  |   0 | 132 | 230
01  | 214 |  33 |  49
02  |  99 |  99 |  99
03  | 132 | 132 | 132
04  | 181 | 181 | 181
05  | 197 | 197 | 197
06  | 247 | 247 | 247
07  |  66 |  49 |  16
08  |  99 |  49 |  33
09  | 132 |  82 |  33
10  | 165 |  99 |  49
11  | 181 | 115 |  49
12  | 214 | 148 |  66
13  | 247 | 197 |  49
14  | 247 | 247 | 115
15  |  33 |  33 |  33

Palette at 4011E0_4011F0:
Idx | R | G | B
00  |   0 | 132 | 247
01  |  82 |  82 |  82
02  |  99 |  99 |  99
03  | 132 | 132 | 132
04  | 165 | 165 | 165
05  | 197 | 197 | 197
06  | 230 | 230 | 230
07  |  66 |  49 |  16
08  |  99 |  49 |  33
09  | 132 |  82 |  33
10  | 165 |  99 |  49
11  | 181 | 115 |  49
12  | 115 | 132 | 132
13  | 132 | 165 | 181
14  | 181 | 197 | 214
15  |  33 |  33 |  33

Palette at 401200_401210:
Idx | R | G | B
00  |   0 | 148 |   0
01  |  66 |  99 |  49
02  |  99 | 132 |  66
03  | 132 | 165 |  66
04  | 181 | 148 | 132
05  | 247 | 214 | 197
06  | 247 | 247 | 247
07  | 132 |  82 |  33
08  | 165 |  99 |  49
09  | 181 | 115 |  66
10  |  82 |  66 |  66
11  | 132 |  99 |  99
12  | 214 | 181 | 165
13  | 247 | 247 | 230
14  |  49 |  82 |  49
15  |  33 |  33 |  33

Palette at 401220_401230:
Idx | R | G | B
00  |   0 | 148 |  16
01  |  66 |  99 |  49
02  |  99 | 148 |  49
03  | 132 | 181 |  49
04  | 181 | 148 | 132
05  | 247 | 214 | 197
06  | 247 | 247 | 247
07  | 115 |  66 |  33
08  | 132 |  82 |  33
09  | 165 | 115 |  49
10  |  82 |  66 |  66
11  | 132 |  99 |  99
12  | 214 | 181 | 165
13  | 247 | 247 | 230
14  | 197 | 132 |  82
15  |  33 |  33 |  33

Palette at 401240_401250:
Idx | R | G | B
00  |   0 | 148 |  33
01  |  66 |  99 |  49
02  |  99 | 132 |  66
03  | 132 | 165 |  66
04  | 181 | 148 | 132
05  | 247 | 214 | 197
06  | 115 |  49 | 115
07  | 132 |  82 |  49
08  | 165 |  99 |  66
09  |  82 |  49 |  99
10  |  82 |  66 |  66
11  | 132 |  99 |  99
12  | 214 | 181 | 165
13  | 247 | 247 | 230
14  |  49 |  82 |  49
15  |  33 |  33 |  33

Palette at 401260_401270:
Idx | R | G | B
00  |   0 | 148 |  49
01  |  66 |  99 |  49
02  |  99 | 132 |  82
03  | 132 | 165 |  82
04  | 165 | 148 | 115
05  | 247 | 197 | 148
06  | 247 | 247 | 197
07  | 132 |  82 |  49
08  | 214 | 181 | 165
09  | 247 | 214 | 197
10  |  82 |  66 |  66
11  | 132 |  99 |  82
12  | 214 | 181 | 132
13  | 247 | 214 | 181
14  |  49 |  82 |  49
15  |  33 |  33 |  33

Palette at 401280_401290:
Idx | R | G | B
00  |   0 | 148 |  66
01  | 132 |  16 |  33
02  | 148 |  16 |  33
03  | 165 |  16 |  33
04  | 197 |  16 |  33
05  | 230 |  16 |  33
06  | 247 |  33 |  49
07  | 214 |  99 | 148
08  | 247 | 115 | 165
09  | 247 | 115 | 181
10  | 247 | 148 | 181
11  | 247 | 181 | 181
12  | 247 | 197 | 181
13  | 247 | 230 | 197
14  | 247 | 247 | 197
15  |  33 |  33 |  33

Palette at 4012A0_4012B0:
Idx | R | G | B
00  |   0 | 148 |  82
01  | 132 |  16 |  33
02  | 148 |  16 |  33
03  | 165 |  16 |  33
04  | 197 |  16 |  33
05  | 230 |  16 |  33
06  | 230 |  16 |  49
07  | 247 |  33 |  49
08  | 247 |  99 |  99
09  | 247 | 115 | 115
10  | 247 | 148 | 148
11  | 247 | 181 | 165
12  | 247 | 197 | 197
13  | 247 | 230 | 214
14  | 247 | 247 | 247
15  |  33 |  33 |  33

Palette at 4012C0_4012D0:
Idx | R | G | B
00  |   0 | 148 |  99
01  | 247 |  99 |  16
02  | 247 | 115 |  82
03  | 247 | 132 | 115
04  | 247 | 165 | 148
05  | 247 | 181 | 165
06  | 247 | 197 | 197
07  | 247 | 165 |  16
08  | 247 | 214 |  66
09  | 247 | 247 |  66
10  | 132 |  66 |  33
11  | 148 |  66 |  33
12  | 165 |  66 |  33
13  | 181 |  82 |  33
14  | 197 |  99 |  33
15  |  33 |  33 |  33

Palette at 4012E0_4012F0:
Idx | R | G | B
00  |   0 | 148 | 115
01  |  82 |  82 |  66
02  | 115 | 115 |  99
03  | 148 | 148 | 132
04  | 181 | 165 | 148
05  | 197 | 197 | 181
06  | 197 | 148 | 148
07  | 197 | 165 | 148
08  | 214 | 197 | 148
09  | 247 | 230 | 181
10  | 247 | 247 | 214
11  |   0 |   0 |   0
12  |   0 |   0 |   0
13  |   0 |   0 |   0
14  |   0 |   0 |   0
15  |  33 |  33 |  33

Palette at 401300_401310:
Idx | R | G | B
00  |   0 | 148 | 132
01  |   0 |  16 | 247
02  |   0 |  49 | 247
03  |   0 |  82 | 247
04  |   0 | 115 | 247
05  |   0 | 148 | 247
06  |   0 | 181 | 247
07  |   0 | 214 | 247
08  |   0 | 247 | 247
09  | 247 | 247 | 247
10  |  66 |  49 |  33
11  |  99 |  82 |  66
12  | 148 | 132 | 115
13  | 197 | 181 | 165
14  | 247 | 230 | 214
15  |   0 |   0 |   0

Palette at 401320_401330:
Idx | R | G | B
00  |   0 | 148 | 148
01  |  16 | 115 | 181
02  |  33 | 132 | 181
03  |  49 | 148 | 181
04  |  82 | 148 | 197
05  |  99 | 165 | 214
06  | 165 | 181 | 247
07  |  82 |  66 |  99
08  |  99 | 115 | 132
09  | 115 | 132 | 148
10  | 148 | 165 | 181
11  | 165 | 181 | 197
12  | 214 | 230 | 247
13  | 247 | 247 | 230
14  | 247 | 247 | 247
15  |  49 |  49 |  82

Palette at 401340_401350:
Idx | R | G | B
00  |   0 | 148 | 165
01  | 115 | 165 | 214
02  | 148 | 181 | 214
03  | 181 | 197 | 214
04  | 197 | 214 | 214
05  | 230 | 230 | 214
06  | 247 | 247 | 214
07  |  82 |  82 |  99
08  |  99 | 115 | 132
09  | 115 | 132 | 148
10  | 148 | 165 | 181
11  | 165 | 181 | 197
12  | 214 | 230 | 247
13  | 247 | 247 | 230
14  | 247 | 247 | 247
15  |  49 |  66 |  82

Palette at 401360_401370:
Idx | R | G | B
00  |   0 | 148 | 181
01  | 181 |  66 |  33
02  | 247 |  82 |  16
03  | 247 | 181 |  33
04  |  99 |  99 |  99
05  | 148 | 148 | 165
06  | 247 | 247 | 214
07  |  99 |  99 |  66
08  | 132 | 115 |  66
09  | 148 | 148 |  99
10  | 181 | 181 | 132
11  | 214 | 214 | 165
12  | 247 | 247 | 214
13  |  99 | 115 |  49
14  | 132 | 148 |  66
15  |  66 |  49 |  49

Palette at 401380_401390:
Idx | R | G | B
00  |   0 | 148 | 197
01  |  82 |  66 |  49
02  | 115 |  99 |  49
03  | 165 | 132 |  49
04  |  82 |  82 |  82
05  | 148 | 148 | 165
06  | 115 | 115 | 132
07  |  99 |  99 |  66
08  | 132 | 115 |  49
09  | 165 | 148 |  82
10  | 197 | 181 | 115
11  | 230 | 214 | 148
12  | 247 | 247 | 197
13  | 247 |  33 |  33
14  | 214 | 181 |  99
15  |  66 |  49 |  49

Palette at 4013A0_4013B0:
Idx | R | G | B
00  |   0 | 148 | 214
01  | 115 |  82 | 132
02  | 132 |  99 | 165
03  | 148 | 115 | 181
04  | 165 | 148 | 197
05  | 197 | 165 | 214
06  | 247 | 197 | 230
07  | 247 | 230 | 247
08  | 247 | 247 | 247
09  |   0 |   0 |   0
10  |   0 |   0 |   0
11  |   0 |   0 |   0
12  |   0 |   0 |   0
13  |   0 |   0 |   0
14  |   0 |   0 |   0
15  |   0 |   0 |   0

Palette at 4013C0_4013D0:
Idx | R | G | B
00  |   0 | 148 | 230
01  |  82 |  99 |  66
02  | 132 | 132 |  66
03  | 148 | 148 |  99
04  | 181 | 181 | 132
05  | 214 | 214 | 165
06  | 247 | 230 | 181
07  | 247 | 247 | 247
08  |  66 |  66 |  82
09  |  82 |  99 | 115
10  | 115 | 115 | 148
11  | 165 | 148 | 181
12  | 197 | 181 | 181
13  | 247 | 214 | 197
14  | 247 | 247 | 247
15  |  33 |  33 |  33

Palette at 4013E0_4013F0:
Idx | R | G | B
00  |   0 | 148 | 247
01  |  82 |  99 |  66
02  | 132 | 132 |  66
03  | 148 | 148 |  99
04  | 181 | 181 | 132
05  | 214 | 214 | 165
06  | 247 | 230 | 181
07  | 247 | 247 | 247
08  |  82 |  49 |  16
09  |  99 |  66 |  16
10  | 132 |  99 |  33
11  | 165 | 132 |  49
12  | 214 | 181 |  82
13  | 247 | 214 |  99
14  | 247 | 247 | 165
15  |  49 |  49 |  49

Palette at 401400_401410:
Idx | R | G | B
00  |   0 | 165 |   0
01  |  82 |  82 |  49
02  | 115 | 115 |  49
03  | 148 | 132 |  82
04  | 181 | 165 | 115
05  | 214 | 197 | 132
06  | 247 | 247 | 247
07  | 247 | 247 | 247
08  |  82 |  66 |  16
09  | 115 |  82 |  16
10  | 132 |  99 |  16
11  | 165 | 132 |  49
12  | 197 | 148 |  82
13  | 230 | 181 |  82
14  | 247 | 214 | 115
15  |  49 |  49 |  49

Palette at 401420_401430:
Idx | R | G | B
00  |   0 | 165 |  16
01  | 148 |   0 |   0
02  | 197 |  16 |   0
03  | 230 |  49 |   0
04  | 247 | 132 |  16
05  | 247 | 181 |  49
06  |  16 |  49 |  49
07  |  49 |  82 |  82
08  |  99 | 148 |  99
09  |  66 |  33 |  49
10  | 115 |  99 | 132
11  | 181 | 148 | 181
12  | 214 | 197 | 230
13  | 247 | 247 | 247
14  |  66 |   0 |   0
15  |  16 |  16 |  16

Palette at 401440_401450:
Idx | R | G | B
00  |   0 | 165 |  33
01  |  16 |  49 |  16
02  |  66 |  99 |  66
03  |  99 | 132 |  99
04  | 132 | 165 | 132
05  | 165 | 197 | 165
06  | 197 | 230 | 197
07  | 230 | 247 | 230
08  |  82 |  99 |  33
09  | 115 | 148 |  66
10  | 148 | 181 |  66
11  | 181 | 197 | 115
12  | 214 | 214 | 148
13  | 230 | 230 | 181
14  |  49 |  66 |  16
15  |  16 |  16 |  16

Palette at 401460_401470:
Idx | R | G | B
00  |   0 | 165 |  49
01  |  99 |   0 |   0
02  | 197 |   0 |   0
03  | 247 |  16 |  16
04  | 247 | 165 |  16
05  |  16 |  33 |  16
06  |  49 |  49 |  49
07  |  66 |  82 |  66
08  |  99 |  99 |  99
09  | 115 | 132 | 115
10  | 132 | 148 | 132
11  | 165 | 165 | 165
12  | 181 | 197 | 181
13  | 214 | 230 | 214
14  | 247 | 247 | 247
15  |  16 |  16 |  16

Palette at 401480_401490:
Idx | R | G | B
00  |   0 | 165 |  66
01  |  49 |  49 |  16
02  |  66 |  66 |  33
03  |  99 |  99 |  66
04  | 132 | 132 |  99
05  | 165 | 165 | 148
06  | 214 | 214 | 197
07  | 247 | 247 | 230
08  |  49 |  33 |  33
09  |  82 |  49 |  33
10  | 115 |  82 |  49
11  | 148 | 132 |  66
12  | 181 | 165 |  99
13  | 230 | 197 | 132
14  | 247 | 230 | 181
15  |  16 |  16 |  16

Palette at 4014A0_4014B0:
Idx | R | G | B
00  |   0 | 165 |  82
01  |  33 |  49 |  33
02  |  66 |  82 |  49
03  |  99 | 115 |  82
04  | 132 | 132 | 115
05  | 165 | 181 | 148
06  | 214 | 230 | 197
07  | 247 | 247 | 230
08  |  49 |  49 |  16
09  |  66 |  66 |  49
10  |  99 |  99 |  49
11  | 132 | 132 |  66
12  | 181 | 181 |  99
13  | 214 | 214 | 132
14  | 247 | 247 | 165
15  |  33 |  33 |  16

Palette at 4014C0_4014D0:
Idx | R | G | B
00  |   0 | 165 |  99
01  |  49 |  49 |  49
02  |  66 |  82 |  66
03  |  99 | 115 |  99
04  | 132 | 132 | 132
05  | 165 | 181 | 165
06  | 230 | 230 | 230
07  |  49 |  33 |  16
08  |  82 |  49 |  33
09  | 115 |  82 |  49
10  | 165 | 115 |  66
11  | 148 |  66 |   0
12  | 115 | 115 | 230
13  | 148 | 148 | 214
14  | 181 | 181 | 214
15  |  33 |  33 |  16

Palette at 4014E0_4014F0:
Idx | R | G | B
00  |   0 | 165 | 115
01  |  33 |  49 |  33
02  |  66 |  82 |  49
03  |  99 | 115 |  82
04  | 132 | 132 | 115
05  | 165 | 181 | 148
06  | 214 | 230 | 197
07  | 247 | 247 | 230
08  |  99 |   0 |   0
09  | 181 |  33 |  16
10  | 165 | 115 |  49
11  |  16 |  82 |  33
12  |  66 | 165 |  49
13  |  33 |  82 | 132
14  | 197 |  82 | 132
15  |  33 |  33 |  33

Palette at 401500_401510:
Idx | R | G | B
00  |   0 | 165 | 132
01  | 181 | 115 |  49
02  | 197 | 132 |  66
03  | 214 | 148 |  82
04  | 230 | 165 |  99
05  | 247 | 181 | 115
